instance,divisor,cost
50/prob50d/c/density_0.5.json,8,33506
50/prob50d/c/density_0.5.json,10,35297
50/prob50d/c/density_0.25.json,2,28168
50/prob50d/c/density_0.25.json,4,29802
50/prob50d/c/density_0.25.json,6,29175
50/prob50d/c/density_0.25.json,8,31497
50/prob50d/c/density_0.25.json,10,29109
50/prob50d/c/density_0.75.json,2,38097
50/prob50d/c/density_0.75.json,4,36827
50/prob50d/c/density_0.75.json,6,37625
50/prob50d/c/density_0.75.json,8,37070
50/prob50d/c/density_0.75.json,10,36580
50/prob50d/c/density_0.json,2,16415
50/prob50d/c/density_0.json,4,19567
50/prob50d/c/density_0.json,6,22061
50/prob50d/c/density_0.json,8,24729
50/prob50d/c/density_0.json,10,26150
50/prob50d/d/density_0.1.json,2,24627
50/prob50d/d/density_0.1.json,4,27416
50/prob50d/d/density_0.1.json,6,29967
50/prob50d/d/density_0.1.json,8,30374
50/prob50d/d/density_0.1.json,10,31087
50/prob50d/d/density_0.5.json,2,32630
50/prob50d/d/density_0.5.json,4,35481
50/prob50d/d/density_0.5.json,6,34796
50/prob50d/d/density_0.5.json,8,32248
50/prob50d/d/density_0.5.json,10,33061
50/prob50d/d/density_0.25.json,2,32758
50/prob50d/d/density_0.25.json,4,31712
50/prob50d/d/density_0.25.json,6,33426
50/prob50d/d/density_0.25.json,8,26495
50/prob50d/d/density_0.25.json,10,31750
50/prob50d/d/density_0.75.json,2,38239
50/prob50d/d/density_0.75.json,4,38193
50/prob50d/d/density_0.75.json,6,37387
50/prob50d/d/density_0.75.json,8,37023
50/prob50d/d/density_0.75.json,10,35871
50/prob50d/d/density_0.json,2,16415
50/prob50d/d/density_0.json,4,19567
50/prob50d/d/density_0.json,6,22061
50/prob50d/d/density_0.json,8,24729
50/prob50d/d/density_0.json,10,26150
50/prob50d/e/density_0.1.json,2,23554
50/prob50d/e/density_0.1.json,4,25466
50/prob50d/e/density_0.1.json,6,28698
50/prob50d/e/density_0.1.json,8,30148
50/prob50d/e/density_0.1.json,10,29153
50/prob50d/e/density_0.5.json,2,34273
50/prob50d/e/density_0.5.json,4,34082
50/prob50d/e/density_0.5.json,6,33236
50/prob50d/e/density_0.5.json,8,35185
50/prob50d/e/density_0.5.json,10,34822
50/prob50d/e/density_0.25.json,2,31188
50/prob50d/e/density_0.25.json,4,29640
50/prob50d/e/density_0.25.json,6,29966
50/prob50d/e/density_0.25.json,8,30280
50/prob50d/e/density_0.25.json,10,29056
50/prob50d/e/density_0.75.json,2,36238
50/prob50d/e/density_0.75.json,4,35637
50/prob50d/e/density_0.75.json,6,36010
50/prob50d/e/density_0.75.json,8,35796
50/prob50d/e/density_0.75.json,10,37495
50/prob50d/e/density_0.json,2,16415
50/prob50d/e/density_0.json,4,19567
50/prob50d/e/density_0.json,6,22061
50/prob50d/e/density_0.json,8,24729
50/prob50d/e/density_0.json,10,26150
50/prob50e/a/density_0.1.json,2,23896
50/prob50e/a/density_0.1.json,4,23002
50/prob50e/a/density_0.1.json,6,25759
50/prob50e/a/density_0.1.json,8,26438
50/prob50e/a/density_0.1.json,10,27613
50/prob50e/a/density_0.5.json,2,27993
50/prob50e/a/density_0.5.json,4,28506
50/prob50e/a/density_0.5.json,6,29581
50/prob50e/a/density_0.5.json,8,30873
50/prob50e/a/density_0.5.json,10,27748
50/prob50e/a/density_0.25.json,2,30108
50/prob50e/a/density_0.25.json,4,28641
50/prob50e/a/density_0.25.json,6,28823
50/prob50e/a/density_0.25.json,8,28937
50/prob50e/a/density_0.25.json,10,31065
50/prob50e/a/density_0.75.json,2,31830
50/prob50e/a/density_0.75.json,4,31590
50/prob50e/a/density_0.75.json,6,31330
50/prob50e/a/density_0.75.json,8,29902
50/prob50e/a/density_0.75.json,10,30260
50/prob50e/a/density_0.json,2,16147
50/prob50e/a/density_0.json,4,21606
50/prob50e/a/density_0.json,6,22437
50/prob50e/a/density_0.json,8,25767
50/prob50e/a/density_0.json,10,26532
50/prob50e/b/density_0.1.json,2,21220
50/prob50e/b/density_0.1.json,4,23200
50/prob50e/b/density_0.1.json,6,24165
50/prob50e/b/density_0.1.json,8,26854
50/prob50e/b/density_0.1.json,10,28068
50/prob50e/b/density_0.5.json,2,29798
50/prob50e/b/density_0.5.json,4,31674
50/prob50e/b/density_0.5.json,6,30177
50/prob50e/b/density_0.5.json,8,29304
50/prob50e/b/density_0.5.json,10,30219
50/prob50e/b/density_0.25.json,2,27761
50/prob50e/b/density_0.25.json,4,28399
50/prob50e/b/density_0.25.json,6,26800
50/prob50e/b/density_0.25.json,8,25264
50/prob50e/b/density_0.25.json,10,27076
50/prob50e/b/density_0.75.json,2,31184
50/prob50e/b/density_0.75.json,4,30733
50/prob50e/b/density_0.75.json,6,29911
50/prob50e/b/density_0.75.json,8,30406
50/prob50e/b/density_0.75.json,10,30743
50/prob50e/b/density_0.json,2,16147
50/prob50e/b/density_0.json,4,21606
50/prob50e/b/density_0.json,6,22437
50/prob50e/b/density_0.json,8,25767
50/prob50e/b/density_0.json,10,26532
50/prob50e/c/density_0.1.json,2,25231
50/prob50e/c/density_0.1.json,4,24258
50/prob50e/c/density_0.1.json,6,26777
50/prob50e/c/density_0.1.json,8,29448
50/prob50e/c/density_0.1.json,10,28917
50/prob50e/c/density_0.5.json,2,29764
50/prob50e/c/density_0.5.json,4,29045
50/prob50e/c/density_0.5.json,6,32928
50/prob50e/c/density_0.5.json,8,29107
50/prob50e/c/density_0.5.json,10,32127
50/prob50e/c/density_0.25.json,2,28323
50/prob50e/c/density_0.25.json,4,28278
50/prob50e/c/density_0.25.json,6,27929
50/prob50e/c/density_0.25.json,8,26998
50/prob50e/c/density_0.25.json,10,25157
50/prob50e/c/density_0.75.json,2,31361
50/prob50e/c/density_0.75.json,4,30677
50/prob50e/c/density_0.75.json,6,30015
50/prob50e/c/density_0.75.json,8,30267
50/prob50e/c/density_0.75.json,10,31323
50/prob50e/c/density_0.json,2,16147
50/prob50e/c/density_0.json,4,21606
50/prob50e/c/density_0.json,6,22437
50/prob50e/c/density_0.json,8,25767
50/prob50e/c/density_0.json,10,26532
50/prob50e/d/density_0.1.json,2,25163
50/prob50e/d/density_0.1.json,4,23647
50/prob50e/d/density_0.1.json,6,26076
50/prob50e/d/density_0.1.json,8,27943
50/prob50e/d/density_0.1.json,10,25221
50/prob50e/d/density_0.5.json,2,31898
50/prob50e/d/density_0.5.json,4,29073
50/prob50e/d/density_0.5.json,6,28825
50/prob50e/d/density_0.5.json,8,28398
50/prob50e/d/density_0.5.json,10,27938
50/prob50e/d/density_0.25.json,2,29217
50/prob50e/d/density_0.25.json,4,25507
50/prob50e/d/density_0.25.json,6,30630
50/prob50e/d/density_0.25.json,8,27399
50/prob50e/d/density_0.25.json,10,27703
50/prob50e/d/density_0.75.json,2,30397
50/prob50e/d/density_0.75.json,4,30942
50/prob50e/d/density_0.75.json,6,28844
50/prob50e/d/density_0.75.json,8,30144
50/prob50e/d/density_0.75.json,10,29940
50/prob50e/d/density_0.json,2,16147
50/prob50e/d/density_0.json,4,21606
50/prob50e/d/density_0.json,6,22437
50/prob50e/d/density_0.json,8,25767
50/prob50e/d/density_0.json,10,26532
50/prob50e/e/density_0.1.json,2,23966
50/prob50e/e/density_0.1.json,4,23272
50/prob50e/e/density_0.1.json,6,26468
50/prob50e/e/density_0.1.json,8,24647
50/prob50e/e/density_0.1.json,10,27233
50/prob50e/e/density_0.5.json,2,31388
50/prob50e/e/density_0.5.json,4,29965
50/prob50e/e/density_0.5.json,6,31675
50/prob50e/e/density_0.5.json,8,32693
50/prob50e/e/density_0.5.json,10,30539
50/prob50e/e/density_0.25.json,2,27570
50/prob50e/e/density_0.25.json,4,26033
50/prob50e/e/density_0.25.json,6,26893
50/prob50e/e/density_0.25.json,8,29369
50/prob50e/e/density_0.25.json,10,29952
50/prob50e/e/density_0.75.json,2,29801
50/prob50e/e/density_0.75.json,4,29831
50/prob50e/e/density_0.75.json,6,29378
50/prob50e/e/density_0.75.json,8,30182
50/prob50e/e/density_0.75.json,10,28746
50/prob50e/e/density_0.json,2,16147
50/prob50e/e/density_0.json,4,21606
50/prob50e/e/density_0.json,6,22437
50/prob50e/e/density_0.json,8,25767
50/prob50e/e/density_0.json,10,26532
75/prob75a/a/density_0.1.json,2,34712
75/prob75a/a/density_0.1.json,4,36744
75/prob75a/a/density_0.1.json,6,39259
75/prob75a/a/density_0.1.json,8,37663
75/prob75a/a/density_0.1.json,10,38746
75/prob75a/a/density_0.5.json,2,52285
75/prob75a/a/density_0.5.json,4,45287
75/prob75a/a/density_0.5.json,6,48536
75/prob75a/a/density_0.5.json,8,48887
75/prob75a/a/density_0.5.json,10,45563
75/prob75a/a/density_0.25.json,2,42704
75/prob75a/a/density_0.25.json,4,42272
75/prob75a/a/density_0.25.json,6,40651
75/prob75a/a/density_0.25.json,8,43618
75/prob75a/a/density_0.25.json,10,42454
75/prob75a/a/density_0.75.json,2,51115
75/prob75a/a/density_0.75.json,4,51131
75/prob75a/a/density_0.75.json,6,53094
75/prob75a/a/density_0.75.json,8,51563
75/prob75a/a/density_0.75.json,10,52502
75/prob75a/a/density_0.json,2,19890
75/prob75a/a/density_0.json,4,32245
75/prob75a/a/density_0.json,6,39691
75/prob75a/a/density_0.json,8,40078
75/prob75a/a/density_0.json,10,40352
75/prob75a/b/density_0.1.json,2,38392
75/prob75a/b/density_0.1.json,4,33158
75/prob75a/b/density_0.1.json,6,35607
75/prob75a/b/density_0.1.json,8,40781
75/prob75a/b/density_0.1.json,10,40325
75/prob75a/b/density_0.5.json,2,50717
75/prob75a/b/density_0.5.json,4,51293
75/prob75a/b/density_0.5.json,6,49669
75/prob75a/b/density_0.5.json,8,47698
75/prob75a/b/density_0.5.json,10,50696
75/prob75a/b/density_0.25.json,2,43432
75/prob75a/b/density_0.25.json,4,41969
75/prob75a/b/density_0.25.json,6,44389
75/prob75a/b/density_0.25.json,8,43842
75/prob75a/b/density_0.25.json,10,42619
75/prob75a/b/density_0.75.json,2,50100
75/prob75a/b/density_0.75.json,4,49754
75/prob75a/b/density_0.75.json,6,51276
75/prob75a/b/density_0.75.json,8,50277
75/prob75a/b/density_0.75.json,10,52195
75/prob75a/b/density_0.json,2,19890
75/prob75a/b/density_0.json,4,32245
75/prob75a/b/density_0.json,6,39691
75/prob75a/b/density_0.json,8,40078
75/prob75a/b/density_0.json,10,40352
75/prob75a/c/density_0.1.json,2,35338
75/prob75a/c/density_0.1.json,4,37379
75/prob75a/c/density_0.1.json,6,35089
75/prob75a/c/density_0.1.json,8,39220
75/prob75a/c/density_0.1.json,10,37061
75/prob75a/c/density_0.5.json,2,47203
75/prob75a/c/density_0.5.json,4,51549
75/prob75a/c/density_0.5.json,6,49532
75/prob75a/c/density_0.5.json,8,49843
75/prob75a/c/density_0.5.json,10,47491
75/prob75a/c/density_0.25.json,2,45061
75/prob75a/c/density_0.25.json,4,44907
75/prob75a/c/density_0.25.json,6,44726
75/prob75a/c/density_0.25.json,8,45130
75/prob75a/c/density_0.25.json,10,41624
75/prob75a/c/density_0.75.json,2,52871
75/prob75a/c/density_0.75.json,4,52142
75/prob75a/c/density_0.75.json,6,50665
75/prob75a/c/density_0.75.json,8,51347
75/prob75a/c/density_0.75.json,10,51529
75/prob75a/c/density_0.json,2,19890
75/prob75a/c/density_0.json,4,32245
75/prob75a/c/density_0.json,6,39691
75/prob75a/c/density_0.json,8,40078
75/prob75a/c/density_0.json,10,40352
75/prob75a/d/density_0.1.json,2,39283
75/prob75a/d/density_0.1.json,4,37917
75/prob75a/d/density_0.1.json,6,40008
75/prob75a/d/density_0.1.json,8,41480
75/prob75a/d/density_0.1.json,10,39570
75/prob75a/d/density_0.5.json,2,53708
75/prob75a/d/density_0.5.json,4,52393
75/prob75a/d/density_0.5.json,6,49391
75/prob75a/d/density_0.5.json,8,48442
75/prob75a/d/density_0.5.json,10,49301
75/prob75a/d/density_0.25.json,2,45228
75/prob75a/d/density_0.25.json,4,41298
75/prob75a/d/density_0.25.json,6,40912
75/prob75a/d/density_0.25.json,8,43316
75/prob75a/d/density_0.25.json,10,44203
75/prob75a/d/density_0.75.json,2,51883
75/prob75a/d/density_0.75.json,4,50756
75/prob75a/d/density_0.75.json,6,51691
75/prob75a/d/density_0.75.json,8,51296
75/prob75a/d/density_0.75.json,10,49640
75/prob75a/d/density_0.json,2,19890
75/prob75a/d/density_0.json,4,32245
75/prob75a/d/density_0.json,6,39691
75/prob75a/d/density_0.json,8,40078
75/prob75a/d/density_0.json,10,40352
75/prob75a/e/density_0.1.json,2,35466
75/prob75a/e/density_0.1.json,4,34015
75/prob75a/e/density_0.1.json,6,37460
75/prob75a/e/density_0.1.json,8,41561
75/prob75a/e/density_0.1.json,10,44179
75/prob75a/e/density_0.5.json,2,48979
75/prob75a/e/density_0.5.json,4,47028
75/prob75a/e/density_0.5.json,6,52822
75/prob75a/e/density_0.5.json,8,49731
75/prob75a/e/density_0.5.json,10,46814
75/prob75a/e/density_0.25.json,2,45721
75/prob75a/e/density_0.25.json,4,43407
75/prob75a/e/density_0.25.json,6,43294
75/prob75a/e/density_0.25.json,8,41216
75/prob75a/e/density_0.25.json,10,41911
75/prob75a/e/density_0.75.json,2,54877
75/prob75a/e/density_0.75.json,4,53298
75/prob75a/e/density_0.75.json,6,51679
75/prob75a/e/density_0.75.json,8,52090
75/prob75a/e/density_0.75.json,10,53550
75/prob75a/e/density_0.json,2,19890
75/prob75a/e/density_0.json,4,32245
75/prob75a/e/density_0.json,6,39691
75/prob75a/e/density_0.json,8,40078
75/prob75a/e/density_0.json,10,40352
75/prob75b/a/density_0.1.json,2,38398
75/prob75b/a/density_0.1.json,4,38976
75/prob75b/a/density_0.1.json,6,41288
75/prob75b/a/density_0.1.json,8,40501
75/prob75b/a/density_0.1.json,10,38290
75/prob75b/a/density_0.5.json,2,48144
75/prob75b/a/density_0.5.json,4,47030
75/prob75b/a/density_0.5.json,6,44720
75/prob75b/a/density_0.5.json,8,47568
75/prob75b/a/density_0.5.json,10,46450
75/prob75b/a/density_0.25.json,2,41230
75/prob75b/a/density_0.25.json,4,42739
75/prob75b/a/density_0.25.json,6,40901
75/prob75b/a/density_0.25.json,8,45808
75/prob75b/a/density_0.25.json,10,43639
75/prob75b/a/density_0.75.json,2,47813
75/prob75b/a/density_0.75.json,4,49492
75/prob75b/a/density_0.75.json,6,48656
75/prob75b/a/density_0.75.json,8,48446
75/prob75b/a/density_0.75.json,10,48485
75/prob75b/a/density_0.json,2,18456
75/prob75b/a/density_0.json,4,29032
75/prob75b/a/density_0.json,6,34865
75/prob75b/a/density_0.json,8,41087
75/prob75b/a/density_0.json,10,38678
75/prob75b/b/density_0.1.json,2,34806
75/prob75b/b/density_0.1.json,4,36347
75/prob75b/b/density_0.1.json,6,37699
75/prob75b/b/density_0.1.json,8,39897
75/prob75b/b/density_0.1.json,10,41070
75/prob75b/b/density_0.5.json,2,46432
75/prob75b/b/density_0.5.json,4,45217
75/prob75b/b/density_0.5.json,6,44183
75/prob75b/b/density_0.5.json,8,46492
75/prob75b/b/density_0.5.json,10,45362
75/prob75b/b/density_0.25.json,2,40374
75/prob75b/b/density_0.25.json,4,42860
75/prob75b/b/density_0.25.json,6,41754
75/prob75b/b/density_0.25.json,8,38922
75/prob75b/b/density_0.25.json,10,39504
75/prob75b/b/density_0.75.json,2,49731
75/prob75b/b/density_0.75.json,4,49538
75/prob75b/b/density_0.75.json,6,49840
75/prob75b/b/density_0.75.json,8,49278
75/prob75b/b/density_0.75.json,10,50027
75/prob75b/b/density_0.json,2,18456
75/prob75b/b/density_0.json,4,29032
75/prob75b/b/density_0.json,6,34865
75/prob75b/b/density_0.json,8,41087
75/prob75b/b/density_0.json,10,38678
75/prob75b/c/density_0.1.json,2,31893
75/prob75b/c/density_0.1.json,4,34535
75/prob75b/c/density_0.1.json,6,37493
75/prob75b/c/density_0.1.json,8,38135
75/prob75b/c/density_0.1.json,10,41035
75/prob75b/c/density_0.5.json,2,48247
75/prob75b/c/density_0.5.json,4,48186
75/prob75b/c/density_0.5.json,6,48797
75/prob75b/c/density_0.5.json,8,49562
75/prob75b/c/density_0.5.json,10,45649
75/prob75b/c/density_0.25.json,2,40556
75/prob75b/c/density_0.25.json,4,42645
75/prob75b/c/density_0.25.json,6,41877
75/prob75b/c/density_0.25.json,8,41877
75/prob75b/c/density_0.25.json,10,41643
75/prob75b/c/density_0.75.json,2,50434
75/prob75b/c/density_0.75.json,4,50899
75/prob75b/c/density_0.75.json,6,50094
75/prob75b/c/density_0.75.json,8,50117
75/prob75b/c/density_0.75.json,10,50235
75/prob75b/c/density_0.json,2,18456
75/prob75b/c/density_0.json,4,29032
75/prob75b/c/density_0.json,6,34865
75/prob75b/c/density_0.json,8,41087
75/prob75b/c/density_0.json,10,38678
75/prob75b/d/density_0.1.json,2,37655
75/prob75b/d/density_0.1.json,4,35892
75/prob75b/d/density_0.1.json,6,38637
75/prob75b/d/density_0.1.json,8,41024
75/prob75b/d/density_0.1.json,10,39071
75/prob75b/d/density_0.5.json,2,47332
75/prob75b/d/density_0.5.json,4,47287
75/prob75b/d/density_0.5.json,6,48031
75/prob75b/d/density_0.5.json,8,48875
75/prob75b/d/density_0.5.json,10,48171
75/prob75b/d/density_0.25.json,2,43065
75/prob75b/d/density_0.25.json,4,41760
75/prob75b/d/density_0.25.json,6,41456
75/prob75b/d/density_0.25.json,8,40855
75/prob75b/d/density_0.25.json,10,41516
75/prob75b/d/density_0.75.json,2,51360
75/prob75b/d/density_0.75.json,4,49331
75/prob75b/d/density_0.75.json,6,47950
75/prob75b/d/density_0.75.json,8,47670
75/prob75b/d/density_0.75.json,10,49684
75/prob75b/d/density_0.json,2,18456
75/prob75b/d/density_0.json,4,29032
75/prob75b/d/density_0.json,6,34865
75/prob75b/d/density_0.json,8,41087
75/prob75b/d/density_0.json,10,38678
75/prob75b/e/density_0.1.json,2,39107
75/prob75b/e/density_0.1.json,4,36827
75/prob75b/e/density_0.1.json,6,41793
75/prob75b/e/density_0.1.json,8,37730
75/prob75b/e/density_0.1.json,10,38985
75/prob75b/e/density_0.5.json,2,49738
75/prob75b/e/density_0.5.json,4,47744
75/prob75b/e/density_0.5.json,6,47300
75/prob75b/e/density_0.5.json,8,45802
75/prob75b/e/density_0.5.json,10,45286
75/prob75b/e/density_0.25.json,2,37860
75/prob75b/e/density_0.25.json,4,40848
75/prob75b/e/density_0.25.json,6,44298
75/prob75b/e/density_0.25.json,8,44585
75/prob75b/e/density_0.25.json,10,43260
75/prob75b/e/density_0.75.json,2,52485
75/prob75b/e/density_0.75.json,4,52837
75/prob75b/e/density_0.75.json,6,50619
75/prob75b/e/density_0.75.json,8,48606
75/prob75b/e/density_0.75.json,10,48362
75/prob75b/e/density_0.json,2,18456
75/prob75b/e/density_0.json,4,29032
75/prob75b/e/density_0.json,6,34865
75/prob75b/e/density_0.json,8,41087
75/prob75b/e/density_0.json,10,38678
75/prob75c/a/density_0.1.json,2,35252
75/prob75c/a/density_0.1.json,4,33648
75/prob75c/a/density_0.1.json,6,39421
75/prob75c/a/density_0.1.json,8,40554
75/prob75c/a/density_0.1.json,10,41071
75/prob75c/a/density_0.5.json,2,45868
75/prob75c/a/density_0.5.json,4,46378
75/prob75c/a/density_0.5.json,6,47017
75/prob75c/a/density_0.5.json,8,45210
75/prob75c/a/density_0.5.json,10,44527
75/prob75c/a/density_0.25.json,2,39678
75/prob75c/a/density_0.25.json,4,42255
75/prob75c/a/density_0.25.json,6,40217
75/prob75c/a/density_0.25.json,8,38941
75/prob75c/a/density_0.25.json,10,40630
75/prob75c/a/density_0.75.json,2,50412
75/prob75c/a/density_0.75.json,4,50099
75/prob75c/a/density_0.75.json,6,50099
75/prob75c/a/density_0.75.json,8,49651
75/prob75c/a/density_0.75.json,10,49865
75/prob75c/a/density_0.json,2,21693
75/prob75c/a/density_0.json,4,28326
75/prob75c/a/density_0.json,6,35128
75/prob75c/a/density_0.json,8,37958
75/prob75c/a/density_0.json,10,42087
75/prob75c/b/density_0.1.json,2,35003
75/prob75c/b/density_0.1.json,4,37169
75/prob75c/b/density_0.1.json,6,36750
75/prob75c/b/density_0.1.json,8,37258
75/prob75c/b/density_0.1.json,10,44569
75/prob75c/b/density_0.5.json,2,47484
75/prob75c/b/density_0.5.json,4,47365
75/prob75c/b/density_0.5.json,6,49453
75/prob75c/b/density_0.5.json,8,47448
75/prob75c/b/density_0.5.json,10,48277
75/prob75c/b/density_0.25.json,2,47114
75/prob75c/b/density_0.25.json,4,45240
75/prob75c/b/density_0.25.json,6,43363
75/prob75c/b/density_0.25.json,8,40066
75/prob75c/b/density_0.25.json,10,42374
75/prob75c/b/density_0.75.json,2,49483
75/prob75c/b/density_0.75.json,4,49908
75/prob75c/b/density_0.75.json,6,50012
75/prob75c/b/density_0.75.json,8,49542
75/prob75c/b/density_0.75.json,10,50318
75/prob75c/b/density_0.json,2,21693
75/prob75c/b/density_0.json,4,28326
75/prob75c/b/density_0.json,6,35128
75/prob75c/b/density_0.json,8,37958
75/prob75c/b/density_0.json,10,42087
75/prob75c/c/density_0.1.json,2,35540
75/prob75c/c/density_0.1.json,4,36955
75/prob75c/c/density_0.1.json,6,38043
75/prob75c/c/density_0.1.json,8,42611
75/prob75c/c/density_0.1.json,10,41011
75/prob75c/c/density_0.5.json,2,48129
75/prob75c/c/density_0.5.json,4,47403
75/prob75c/c/density_0.5.json,6,49174
75/prob75c/c/density_0.5.json,8,48248
75/prob75c/c/density_0.5.json,10,47940
75/prob75c/c/density_0.25.json,2,44280
75/prob75c/c/density_0.25.json,4,40026
75/prob75c/c/density_0.25.json,6,42359
75/prob75c/c/density_0.25.json,8,40881
75/prob75c/c/density_0.25.json,10,41648
75/prob75c/c/density_0.75.json,2,50128
75/prob75c/c/density_0.75.json,4,50190
75/prob75c/c/density_0.75.json,6,49328
75/prob75c/c/density_0.75.json,8,49088
75/prob75c/c/density_0.75.json,10,50103
75/prob75c/c/density_0.json,2,21693
75/prob75c/c/density_0.json,4,28326
75/prob75c/c/density_0.json,6,35128
75/prob75c/c/density_0.json,8,37958
75/prob75c/c/density_0.json,10,42087
75/prob75c/d/density_0.1.json,2,35416
75/prob75c/d/density_0.1.json,4,34361
75/prob75c/d/density_0.1.json,6,35614
75/prob75c/d/density_0.1.json,8,37507
75/prob75c/d/density_0.1.json,10,39073
75/prob75c/d/density_0.5.json,2,48643
75/prob75c/d/density_0.5.json,4,47929
75/prob75c/d/density_0.5.json,6,49617
75/prob75c/d/density_0.5.json,8,49431
75/prob75c/d/density_0.5.json,10,50971
75/prob75c/d/density_0.25.json,2,40053
75/prob75c/d/density_0.25.json,4,45247
75/prob75c/d/density_0.25.json,6,40469
75/prob75c/d/density_0.25.json,8,39568
75/prob75c/d/density_0.25.json,10,40341
75/prob75c/d/density_0.75.json,2,50501
75/prob75c/d/density_0.75.json,4,50427
75/prob75c/d/density_0.75.json,6,51155
75/prob75c/d/density_0.75.json,8,48890
75/prob75c/d/density_0.75.json,10,51636
75/prob75c/d/density_0.json,2,21693
75/prob75c/d/density_0.json,4,28326
75/prob75c/d/density_0.json,6,35128
75/prob75c/d/density_0.json,8,37958
75/prob75c/d/density_0.json,10,42087
75/prob75c/e/density_0.1.json,2,35340
75/prob75c/e/density_0.1.json,4,38875
75/prob75c/e/density_0.1.json,6,42581
75/prob75c/e/density_0.1.json,8,43660
75/prob75c/e/density_0.1.json,10,41082
75/prob75c/e/density_0.5.json,2,45842
75/prob75c/e/density_0.5.json,4,48724
75/prob75c/e/density_0.5.json,6,50434
75/prob75c/e/density_0.5.json,8,49516
75/prob75c/e/density_0.5.json,10,47607
75/prob75c/e/density_0.25.json,2,41449
75/prob75c/e/density_0.25.json,4,41082
75/prob75c/e/density_0.25.json,6,41824
75/prob75c/e/density_0.25.json,8,38739
75/prob75c/e/density_0.25.json,10,41071
75/prob75c/e/density_0.75.json,2,52734
75/prob75c/e/density_0.75.json,4,52913
75/prob75c/e/density_0.75.json,6,52853
75/prob75c/e/density_0.75.json,8,50334
75/prob75c/e/density_0.75.json,10,50964
75/prob75c/e/density_0.json,2,21693
75/prob75c/e/density_0.json,4,28326
75/prob75c/e/density_0.json,6,35128
75/prob75c/e/density_0.json,8,37958
75/prob75c/e/density_0.json,10,42087
75/prob75d/a/density_0.1.json,2,36098
75/prob75d/a/density_0.1.json,4,35366
75/prob75d/a/density_0.1.json,6,37153
75/prob75d/a/density_0.1.json,8,38428
75/prob75d/a/density_0.1.json,10,38942
75/prob75d/a/density_0.5.json,2,49813
75/prob75d/a/density_0.5.json,4,48473
75/prob75d/a/density_0.5.json,6,47911
75/prob75d/a/density_0.5.json,8,48219
75/prob75d/a/density_0.5.json,10,46394
75/prob75d/a/density_0.25.json,2,43987
75/prob75d/a/density_0.25.json,4,43542
75/prob75d/a/density_0.25.json,6,40878
75/prob75d/a/density_0.25.json,8,45373
75/prob75d/a/density_0.25.json,10,45852
75/prob75d/a/density_0.75.json,2,50551
75/prob75d/a/density_0.75.json,4,51054
75/prob75d/a/density_0.75.json,6,50677
75/prob75d/a/density_0.75.json,8,49629
75/prob75d/a/density_0.75.json,10,50102
75/prob75d/a/density_0.json,2,21515
75/prob75d/a/density_0.json,4,32878
75/prob75d/a/density_0.json,6,34124
75/prob75d/a/density_0.json,8,39591
75/prob75d/a/density_0.json,10,42202
75/prob75d/b/density_0.1.json,2,36175
75/prob75d/b/density_0.1.json,4,36409
75/prob75d/b/density_0.1.json,6,38753
75/prob75d/b/density_0.1.json,8,42436
75/prob75d/b/density_0.1.json,10,44546
75/prob75d/b/density_0.5.json,2,47758
75/prob75d/b/density_0.5.json,4,46879
75/prob75d/b/density_0.5.json,6,44059
75/prob75d/b/density_0.5.json,8,47385
75/prob75d/b/density_0.5.json,10,48237
75/prob75d/b/density_0.25.json,2,43500
75/prob75d/b/density_0.25.json,4,44810
75/prob75d/b/density_0.25.json,6,43911
75/prob75d/b/density_0.25.json,8,40711
75/prob75d/b/density_0.25.json,10,42870
75/prob75d/b/density_0.75.json,2,54024
75/prob75d/b/density_0.75.json,4,52009
75/prob75d/b/density_0.75.json,6,48699
75/prob75d/b/density_0.75.json,8,51367
75/prob75d/b/density_0.75.json,10,50510
75/prob75d/b/density_0.json,2,21515
75/prob75d/b/density_0.json,4,32878
75/prob75d/b/density_0.json,6,34124
75/prob75d/b/density_0.json,8,39591
75/prob75d/b/density_0.json,10,42202
75/prob75d/c/density_0.1.json,2,37458
75/prob75d/c/density_0.1.json,4,37897
75/prob75d/c/density_0.1.json,6,37032
75/prob75d/c/density_0.1.json,8,43431
75/prob75d/c/density_0.1.json,10,39838
75/prob75d/c/density_0.5.json,2,48868
75/prob75d/c/density_0.5.json,4,44204
75/prob75d/c/density_0.5.json,6,45758
75/prob75d/c/density_0.5.json,8,46045
75/prob75d/c/density_0.5.json,10,46960
75/prob75d/c/density_0.25.json,2,45384
75/prob75d/c/density_0.25.json,4,43187
75/prob75d/c/density_0.25.json,6,43103
75/prob75d/c/density_0.25.json,8,43750
75/prob75d/c/density_0.25.json,10,45052
75/prob75d/c/density_0.75.json,2,50947
75/prob75d/c/density_0.75.json,4,50552
75/prob75d/c/density_0.75.json,6,49956
75/prob75d/c/density_0.75.json,8,51440
75/prob75d/c/density_0.75.json,10,51482
75/prob75d/c/density_0.json,2,21515
75/prob75d/c/density_0.json,4,32878
75/prob75d/c/density_0.json,6,34124
75/prob75d/c/density_0.json,8,39591
75/prob75d/c/density_0.json,10,42202
75/prob75d/d/density_0.1.json,2,34373
75/prob75d/d/density_0.1.json,4,40459
75/prob75d/d/density_0.1.json,6,37867
75/prob75d/d/density_0.1.json,8,44217
75/prob75d/d/density_0.1.json,10,44844
