Instancia,%Inc,Heuristica,Numero iteracion,Costo de iteracion
/50/prob50c/b,0.5,3-opt,0,34757
/50/prob50c/b,0.5,3-opt,1,34757
/50/prob50c/b,0.5,swap,0,34757
/50/prob50c/b,0.5,swap,1,34757
/50/prob50c/b,0.5,3-opt,0,34757
/50/prob50c/b,0.5,3-opt,1,34757
/50/prob50c/b,0.5,swap,0,34757
/50/prob50c/b,0.5,swap,1,34757
/50/prob50c/b,0.5,3-opt,0,34757
/50/prob50c/b,0.5,3-opt,1,34757
/50/prob50c/b,0.25,swap,0,54558
/50/prob50c/b,0.25,swap,1,53272
/50/prob50c/b,0.25,swap,2,52026
/50/prob50c/b,0.25,swap,3,50888
/50/prob50c/b,0.25,swap,4,49826
/50/prob50c/b,0.25,swap,5,48765
/50/prob50c/b,0.25,swap,6,47841
/50/prob50c/b,0.25,swap,7,47003
/50/prob50c/b,0.25,swap,8,46180
/50/prob50c/b,0.25,swap,9,45371
/50/prob50c/b,0.25,swap,10,44575
/50/prob50c/b,0.25,swap,11,43824
/50/prob50c/b,0.25,swap,12,43099
/50/prob50c/b,0.25,swap,13,42469
/50/prob50c/b,0.25,swap,14,41863
/50/prob50c/b,0.25,swap,15,41266
/50/prob50c/b,0.25,swap,16,40696
/50/prob50c/b,0.25,swap,17,40165
/50/prob50c/b,0.25,swap,18,39672
/50/prob50c/b,0.25,swap,19,39182
/50/prob50c/b,0.25,swap,20,38777
/50/prob50c/b,0.25,swap,21,38439
/50/prob50c/b,0.25,swap,22,38156
/50/prob50c/b,0.25,swap,23,37884
/50/prob50c/b,0.25,swap,24,37614
/50/prob50c/b,0.25,swap,25,37361
/50/prob50c/b,0.25,swap,26,37129
/50/prob50c/b,0.25,swap,27,36744
/50/prob50c/b,0.25,swap,28,36579
/50/prob50c/b,0.25,swap,29,36424
/50/prob50c/b,0.25,swap,30,36270
/50/prob50c/b,0.25,swap,31,35986
/50/prob50c/b,0.25,swap,32,35723
/50/prob50c/b,0.25,swap,33,35587
/50/prob50c/b,0.25,swap,34,35459
/50/prob50c/b,0.25,swap,35,35350
/50/prob50c/b,0.25,swap,36,35251
/50/prob50c/b,0.25,swap,37,35160
/50/prob50c/b,0.25,swap,38,35078
/50/prob50c/b,0.25,swap,39,35001
/50/prob50c/b,0.25,swap,40,34940
/50/prob50c/b,0.25,swap,41,34903
/50/prob50c/b,0.25,swap,42,34528
/50/prob50c/b,0.25,swap,43,34474
/50/prob50c/b,0.25,swap,44,34450
/50/prob50c/b,0.25,swap,45,34434
/50/prob50c/b,0.25,swap,46,34429
/50/prob50c/b,0.25,swap,47,34429
/50/prob50c/b,0.25,3-opt,0,34429
/50/prob50c/b,0.25,3-opt,1,34429
/50/prob50c/b,0.25,swap,0,34429
/50/prob50c/b,0.25,swap,1,34429
/50/prob50c/b,0.25,3-opt,0,34429
/50/prob50c/b,0.25,3-opt,1,34429
/50/prob50c/b,0.25,swap,0,34429
/50/prob50c/b,0.25,swap,1,34429
/50/prob50c/b,0.25,3-opt,0,34429
/50/prob50c/b,0.25,3-opt,1,34429
/50/prob50c/b,0.75,swap,0,54558
/50/prob50c/b,0.75,swap,1,53348
/50/prob50c/b,0.75,swap,2,52213
/50/prob50c/b,0.75,swap,3,51390
/50/prob50c/b,0.75,swap,4,50686
/50/prob50c/b,0.75,swap,5,50073
/50/prob50c/b,0.75,swap,6,49461
/50/prob50c/b,0.75,swap,7,48864
/50/prob50c/b,0.75,swap,8,48375
/50/prob50c/b,0.75,swap,9,47962
/50/prob50c/b,0.75,swap,10,47641
/50/prob50c/b,0.75,swap,11,47436
/50/prob50c/b,0.75,swap,12,47064
/50/prob50c/b,0.75,swap,13,46868
/50/prob50c/b,0.75,swap,14,46847
/50/prob50c/b,0.75,swap,15,46847
/50/prob50c/b,0.75,3-opt,0,46847
/50/prob50c/b,0.75,3-opt,1,43748
/50/prob50c/b,0.75,3-opt,2,42128
/50/prob50c/b,0.75,3-opt,3,40586
/50/prob50c/b,0.75,3-opt,4,39258
/50/prob50c/b,0.75,3-opt,5,38336
/50/prob50c/b,0.75,3-opt,6,37723
/50/prob50c/b,0.75,3-opt,7,37240
/50/prob50c/b,0.75,3-opt,8,36807
/50/prob50c/b,0.75,3-opt,9,36477
/50/prob50c/b,0.75,3-opt,10,36106
/50/prob50c/b,0.75,3-opt,11,35900
/50/prob50c/b,0.75,3-opt,12,35751
/50/prob50c/b,0.75,swap,0,35751
/50/prob50c/b,0.75,swap,1,35424
/50/prob50c/b,0.75,swap,2,35129
/50/prob50c/b,0.75,swap,3,35003
/50/prob50c/b,0.75,swap,4,34921
/50/prob50c/b,0.75,swap,5,34874
/50/prob50c/b,0.75,swap,6,34872
/50/prob50c/b,0.75,swap,7,34871
/50/prob50c/b,0.75,swap,8,34871
/50/prob50c/b,0.75,3-opt,0,34871
/50/prob50c/b,0.75,3-opt,1,34694
/50/prob50c/b,0.75,3-opt,2,34597
/50/prob50c/b,0.75,3-opt,3,34577
/50/prob50c/b,0.75,3-opt,4,34577
/50/prob50c/b,0.75,swap,0,34577
/50/prob50c/b,0.75,swap,1,34353
/50/prob50c/b,0.75,swap,2,34297
/50/prob50c/b,0.75,swap,3,34297
/50/prob50c/b,0.75,3-opt,0,34297
/50/prob50c/b,0.75,3-opt,1,34297
/50/prob50c/b,0.75,swap,0,34297
/50/prob50c/b,0.75,swap,1,34297
/50/prob50c/b,0.75,3-opt,0,34297
/50/prob50c/b,0.75,3-opt,1,34297
/50/prob50c/b,0.75,swap,0,34297
/50/prob50c/b,0.75,swap,1,34297
/50/prob50c/b,0.75,3-opt,0,34297
/50/prob50c/b,0.75,3-opt,1,34297
/50/prob50c/b,0,swap,0,54558
/50/prob50c/b,0,swap,1,53073
/50/prob50c/b,0,swap,2,51596
/50/prob50c/b,0,swap,3,50265
/50/prob50c/b,0,swap,4,48979
/50/prob50c/b,0,swap,5,47766
/50/prob50c/b,0,swap,6,46555
/50/prob50c/b,0,swap,7,45468
/50/prob50c/b,0,swap,8,44423
/50/prob50c/b,0,swap,9,43519
/50/prob50c/b,0,swap,10,42655
/50/prob50c/b,0,swap,11,41795
/50/prob50c/b,0,swap,12,40939
/50/prob50c/b,0,swap,13,40108
/50/prob50c/b,0,swap,14,39311
/50/prob50c/b,0,swap,15,38551
/50/prob50c/b,0,swap,16,37832
/50/prob50c/b,0,swap,17,37127
/50/prob50c/b,0,swap,18,35967
/50/prob50c/b,0,swap,19,35302
/50/prob50c/b,0,swap,20,34664
/50/prob50c/b,0,swap,21,33579
/50/prob50c/b,0,swap,22,32948
/50/prob50c/b,0,swap,23,32329
/50/prob50c/b,0,swap,24,31757
/50/prob50c/b,0,swap,25,31109
/50/prob50c/b,0,swap,26,30559
/50/prob50c/b,0,swap,27,30021
/50/prob50c/b,0,swap,28,29507
/50/prob50c/b,0,swap,29,28919
/50/prob50c/b,0,swap,30,28411
/50/prob50c/b,0,swap,31,27915
/50/prob50c/b,0,swap,32,27462
/50/prob50c/b,0,swap,33,27053
/50/prob50c/b,0,swap,34,26658
/50/prob50c/b,0,swap,35,26270
/50/prob50c/b,0,swap,36,25805
/50/prob50c/b,0,swap,37,25420
/50/prob50c/b,0,swap,38,24944
/50/prob50c/b,0,swap,39,24597
/50/prob50c/b,0,swap,40,24027
/50/prob50c/b,0,swap,41,23707
/50/prob50c/b,0,swap,42,23387
/50/prob50c/b,0,swap,43,23070
/50/prob50c/b,0,swap,44,22836
/50/prob50c/b,0,swap,45,22606
/50/prob50c/b,0,swap,46,22379
/50/prob50c/b,0,swap,47,21912
/50/prob50c/b,0,swap,48,21710
/50/prob50c/b,0,swap,49,21508
/50/prob50c/b,0,swap,50,21308
/50/prob50c/b,0,swap,51,20969
/50/prob50c/b,0,swap,52,20753
/50/prob50c/b,0,swap,53,20547
/50/prob50c/b,0,swap,54,20348
/50/prob50c/b,0,swap,55,20149
/50/prob50c/b,0,swap,56,19824
/50/prob50c/b,0,swap,57,19593
/50/prob50c/b,0,swap,58,19334
/50/prob50c/b,0,swap,59,19137
/50/prob50c/b,0,swap,60,18956
/50/prob50c/b,0,swap,61,18821
/50/prob50c/b,0,swap,62,18687
/50/prob50c/b,0,swap,63,18399
/50/prob50c/b,0,swap,64,18169
/50/prob50c/b,0,swap,65,17698
/50/prob50c/b,0,swap,66,17583
/50/prob50c/b,0,swap,67,17339
/50/prob50c/b,0,swap,68,17218
/50/prob50c/b,0,swap,69,17118
/50/prob50c/b,0,swap,70,17030
/50/prob50c/b,0,swap,71,16946
/50/prob50c/b,0,swap,72,16644
/50/prob50c/b,0,swap,73,16535
/50/prob50c/b,0,swap,74,16439
/50/prob50c/b,0,3-opt,0,16439
/50/prob50c/b,0,3-opt,1,16439
/50/prob50c/b,0,swap,0,16439
/50/prob50c/b,0,swap,1,16360
/50/prob50c/b,0,swap,2,16285
/50/prob50c/b,0,swap,3,16215
/50/prob50c/b,0,swap,4,16159
/50/prob50c/b,0,swap,5,16082
/50/prob50c/b,0,swap,6,15970
/50/prob50c/b,0,swap,7,15917
/50/prob50c/b,0,swap,8,15865
/50/prob50c/b,0,swap,9,15809
/50/prob50c/b,0,swap,10,15757
/50/prob50c/b,0,swap,11,15700
/50/prob50c/b,0,swap,12,15652
/50/prob50c/b,0,swap,13,15615
/50/prob50c/b,0,swap,14,15579
/50/prob50c/b,0,swap,15,15543
/50/prob50c/b,0,swap,16,15510
/50/prob50c/b,0,swap,17,15479
/50/prob50c/b,0,swap,18,15250
/50/prob50c/b,0,swap,19,15039
/50/prob50c/b,0,swap,20,14804
/50/prob50c/b,0,swap,21,14787
/50/prob50c/b,0,swap,22,14770
/50/prob50c/b,0,swap,23,14650
/50/prob50c/b,0,swap,24,14554
/50/prob50c/b,0,swap,25,14469
/50/prob50c/b,0,swap,26,14460
/50/prob50c/b,0,swap,27,14452
/50/prob50c/b,0,swap,28,14445
/50/prob50c/b,0,swap,29,14440
/50/prob50c/b,0,swap,30,14437
/50/prob50c/b,0,swap,31,14434
/50/prob50c/b,0,swap,32,14431
/50/prob50c/b,0,swap,33,14404
/50/prob50c/b,0,swap,34,14402
/50/prob50c/b,0,swap,35,14401
/50/prob50c/b,0,swap,36,14401
/50/prob50c/b,0,3-opt,0,14401
/50/prob50c/b,0,3-opt,1,14401
/50/prob50c/b,0,swap,0,14401
/50/prob50c/b,0,swap,1,14401
/50/prob50c/b,0,3-opt,0,14401
/50/prob50c/b,0,3-opt,1,14401
/50/prob50c/b,0,swap,0,14401
/50/prob50c/b,0,swap,1,14401
/50/prob50c/b,0,3-opt,0,14401
/50/prob50c/b,0,3-opt,1,14401
/50/prob50c/c,0.1,swap,0,54558
/50/prob50c/c,0.1,swap,1,53227
/50/prob50c/c,0.1,swap,2,51941
/50/prob50c/c,0.1,swap,3,50728
/50/prob50c/c,0.1,swap,4,49515
/50/prob50c/c,0.1,swap,5,48337
/50/prob50c/c,0.1,swap,6,47250
/50/prob50c/c,0.1,swap,7,46181
/50/prob50c/c,0.1,swap,8,45321
/50/prob50c/c,0.1,swap,9,44517
/50/prob50c/c,0.1,swap,10,43720
/50/prob50c/c,0.1,swap,11,42950
/50/prob50c/c,0.1,swap,12,42197
/50/prob50c/c,0.1,swap,13,41513
/50/prob50c/c,0.1,swap,14,40896
/50/prob50c/c,0.1,swap,15,40294
/50/prob50c/c,0.1,swap,16,39703
/50/prob50c/c,0.1,swap,17,39116
/50/prob50c/c,0.1,swap,18,38540
/50/prob50c/c,0.1,swap,19,37892
/50/prob50c/c,0.1,swap,20,37340
/50/prob50c/c,0.1,swap,21,36790
/50/prob50c/c,0.1,swap,22,36281
/50/prob50c/c,0.1,swap,23,35773
/50/prob50c/c,0.1,swap,24,35290
/50/prob50c/c,0.1,swap,25,34867
/50/prob50c/c,0.1,swap,26,34445
/50/prob50c/c,0.1,swap,27,33841
/50/prob50c/c,0.1,swap,28,33441
/50/prob50c/c,0.1,swap,29,33082
/50/prob50c/c,0.1,swap,30,32764
/50/prob50c/c,0.1,swap,31,32478
/50/prob50c/c,0.1,swap,32,32203
/50/prob50c/c,0.1,swap,33,31936
/50/prob50c/c,0.1,swap,34,31698
/50/prob50c/c,0.1,swap,35,31479
/50/prob50c/c,0.1,swap,36,31276
/50/prob50c/c,0.1,swap,37,31083
/50/prob50c/c,0.1,swap,38,30919
/50/prob50c/c,0.1,swap,39,30761
/50/prob50c/c,0.1,swap,40,30635
/50/prob50c/c,0.1,swap,41,30455
/50/prob50c/c,0.1,swap,42,30345
/50/prob50c/c,0.1,swap,43,30236
/50/prob50c/c,0.1,swap,44,30038
/50/prob50c/c,0.1,swap,45,29951
/50/prob50c/c,0.1,swap,46,29716
/50/prob50c/c,0.1,swap,47,29421
/50/prob50c/c,0.1,swap,48,29203
/50/prob50c/c,0.1,swap,49,29111
/50/prob50c/c,0.1,swap,50,29035
/50/prob50c/c,0.1,swap,51,28963
/50/prob50c/c,0.1,swap,52,28815
/50/prob50c/c,0.1,swap,53,28741
/50/prob50c/c,0.1,swap,54,28374
/50/prob50c/c,0.1,swap,55,28310
/50/prob50c/c,0.1,swap,56,28250
/50/prob50c/c,0.1,swap,57,28204
/50/prob50c/c,0.1,swap,58,28160
/50/prob50c/c,0.1,swap,59,28127
/50/prob50c/c,0.1,swap,60,28094
/50/prob50c/c,0.1,swap,61,28061
/50/prob50c/c,0.1,swap,62,28029
/50/prob50c/c,0.1,swap,63,27993
/50/prob50c/c,0.1,swap,64,27940
/50/prob50c/c,0.1,swap,65,27559
/50/prob50c/c,0.1,swap,66,27437
/50/prob50c/c,0.1,swap,67,27176
/50/prob50c/c,0.1,swap,68,27132
/50/prob50c/c,0.1,swap,69,27089
/50/prob50c/c,0.1,swap,70,26985
/50/prob50c/c,0.1,swap,71,26933
/50/prob50c/c,0.1,swap,72,26898
/50/prob50c/c,0.1,swap,73,26851
/50/prob50c/c,0.1,swap,74,26805
/50/prob50c/c,0.1,3-opt,0,26805
/50/prob50c/c,0.1,3-opt,1,26805
/50/prob50c/c,0.1,swap,0,26805
/50/prob50c/c,0.1,swap,1,26773
/50/prob50c/c,0.1,swap,2,26747
/50/prob50c/c,0.1,swap,3,26692
/50/prob50c/c,0.1,swap,4,26667
/50/prob50c/c,0.1,swap,5,26299
/50/prob50c/c,0.1,swap,6,25978
/50/prob50c/c,0.1,swap,7,25954
/50/prob50c/c,0.1,swap,8,25941
/50/prob50c/c,0.1,swap,9,25926
/50/prob50c/c,0.1,swap,10,25779
/50/prob50c/c,0.1,swap,11,25720
/50/prob50c/c,0.1,swap,12,25591
/50/prob50c/c,0.1,swap,13,25548
/50/prob50c/c,0.1,swap,14,25523
/50/prob50c/c,0.1,swap,15,25502
/50/prob50c/c,0.1,swap,16,25501
/50/prob50c/c,0.1,swap,17,25501
/50/prob50c/c,0.1,3-opt,0,25501
/50/prob50c/c,0.1,3-opt,1,25501
/50/prob50c/c,0.1,swap,0,25501
/50/prob50c/c,0.1,swap,1,25501
/50/prob50c/c,0.1,3-opt,0,25501
/50/prob50c/c,0.1,3-opt,1,25501
/50/prob50c/c,0.1,swap,0,25501
/50/prob50c/c,0.1,swap,1,25501
/50/prob50c/c,0.1,3-opt,0,25501
/50/prob50c/c,0.1,3-opt,1,25501
/50/prob50c/c,0.5,swap,0,54558
/50/prob50c/c,0.5,swap,1,53266
/50/prob50c/c,0.5,swap,2,51980
/50/prob50c/c,0.5,swap,3,51037
/50/prob50c/c,0.5,swap,4,50214
/50/prob50c/c,0.5,swap,5,49418
/50/prob50c/c,0.5,swap,6,48714
/50/prob50c/c,0.5,swap,7,48084
/50/prob50c/c,0.5,swap,8,47458
/50/prob50c/c,0.5,swap,9,46852
/50/prob50c/c,0.5,swap,10,46255
/50/prob50c/c,0.5,swap,11,45680
/50/prob50c/c,0.5,swap,12,45275
/50/prob50c/c,0.5,swap,13,44885
/50/prob50c/c,0.5,swap,14,44565
/50/prob50c/c,0.5,swap,15,44256
/50/prob50c/c,0.5,swap,16,44014
/50/prob50c/c,0.5,swap,17,43482
/50/prob50c/c,0.5,swap,18,43255
/50/prob50c/c,0.5,swap,19,43069
/50/prob50c/c,0.5,swap,20,42919
/50/prob50c/c,0.5,swap,21,42783
/50/prob50c/c,0.5,swap,22,42648
/50/prob50c/c,0.5,swap,23,42579
/50/prob50c/c,0.5,swap,24,42512
/50/prob50c/c,0.5,swap,25,42470
/50/prob50c/c,0.5,swap,26,42191
/50/prob50c/c,0.5,swap,27,42174
/50/prob50c/c,0.5,swap,28,42160
/50/prob50c/c,0.5,swap,29,42159
/50/prob50c/c,0.5,swap,30,42159
/50/prob50c/c,0.5,3-opt,0,42159
/50/prob50c/c,0.5,3-opt,1,40603
/50/prob50c/c,0.5,3-opt,2,40191
/50/prob50c/c,0.5,3-opt,3,39805
/50/prob50c/c,0.5,3-opt,4,39563
/50/prob50c/c,0.5,3-opt,5,39409
/50/prob50c/c,0.5,3-opt,6,39240
/50/prob50c/c,0.5,3-opt,7,39101
/50/prob50c/c,0.5,3-opt,8,39101
/50/prob50c/c,0.5,swap,0,39101
/50/prob50c/c,0.5,swap,1,38536
/50/prob50c/c,0.5,swap,2,38368
/50/prob50c/c,0.5,swap,3,38226
/50/prob50c/c,0.5,swap,4,38116
/50/prob50c/c,0.5,swap,5,38027
/50/prob50c/c,0.5,swap,6,37944
/50/prob50c/c,0.5,swap,7,37857
/50/prob50c/c,0.5,swap,8,37803
/50/prob50c/c,0.5,swap,9,37765
/50/prob50c/c,0.5,swap,10,37740
/50/prob50c/c,0.5,swap,11,37735
/50/prob50c/c,0.5,swap,12,37735
/50/prob50c/c,0.5,3-opt,0,37735
/50/prob50c/c,0.5,3-opt,1,37672
/50/prob50c/c,0.5,3-opt,2,37621
/50/prob50c/c,0.5,3-opt,3,37621
/50/prob50c/c,0.5,swap,0,37621
/50/prob50c/c,0.5,swap,1,37387
/50/prob50c/c,0.5,swap,2,37218
/50/prob50c/c,0.5,swap,3,37136
/50/prob50c/c,0.5,swap,4,37065
/50/prob50c/c,0.5,swap,5,36995
/50/prob50c/c,0.5,swap,6,36962
/50/prob50c/c,0.5,swap,7,36944
/50/prob50c/c,0.5,swap,8,36944
/50/prob50c/c,0.5,3-opt,0,36944
/50/prob50c/c,0.5,3-opt,1,36944
/50/prob50c/c,0.5,swap,0,36944
/50/prob50c/c,0.5,swap,1,36944
/50/prob50c/c,0.5,3-opt,0,36944
/50/prob50c/c,0.5,3-opt,1,36944
/50/prob50c/c,0.5,swap,0,36944
/50/prob50c/c,0.5,swap,1,36944
/50/prob50c/c,0.5,3-opt,0,36944
/50/prob50c/c,0.5,3-opt,1,36944
/50/prob50c/c,0.25,swap,0,54558
/50/prob50c/c,0.25,swap,1,53266
/50/prob50c/c,0.25,swap,2,51980
/50/prob50c/c,0.25,swap,3,50914
/50/prob50c/c,0.25,swap,4,50060
/50/prob50c/c,0.25,swap,5,49237
/50/prob50c/c,0.25,swap,6,48467
/50/prob50c/c,0.25,swap,7,47729
/50/prob50c/c,0.25,swap,8,47004
/50/prob50c/c,0.25,swap,9,46284
/50/prob50c/c,0.25,swap,10,45585
/50/prob50c/c,0.25,swap,11,44930
/50/prob50c/c,0.25,swap,12,44300
/50/prob50c/c,0.25,swap,13,43683
/50/prob50c/c,0.25,swap,14,43095
/50/prob50c/c,0.25,swap,15,42387
/50/prob50c/c,0.25,swap,16,41824
/50/prob50c/c,0.25,swap,17,41273
/50/prob50c/c,0.25,swap,18,40770
/50/prob50c/c,0.25,swap,19,40277
/50/prob50c/c,0.25,swap,20,39893
/50/prob50c/c,0.25,swap,21,39621
/50/prob50c/c,0.25,swap,22,39076
/50/prob50c/c,0.25,swap,23,38811
/50/prob50c/c,0.25,swap,24,38501
/50/prob50c/c,0.25,swap,25,38264
/50/prob50c/c,0.25,swap,26,38037
/50/prob50c/c,0.25,swap,27,37857
/50/prob50c/c,0.25,swap,28,37679
/50/prob50c/c,0.25,swap,29,37520
/50/prob50c/c,0.25,swap,30,37372
/50/prob50c/c,0.25,swap,31,36504
/50/prob50c/c,0.25,swap,32,36246
/50/prob50c/c,0.25,swap,33,36118
/50/prob50c/c,0.25,swap,34,36021
/50/prob50c/c,0.25,swap,35,35927
/50/prob50c/c,0.25,swap,36,35639
/50/prob50c/c,0.25,swap,37,35518
/50/prob50c/c,0.25,swap,38,35441
/50/prob50c/c,0.25,swap,39,35274
/50/prob50c/c,0.25,swap,40,35207
/50/prob50c/c,0.25,swap,41,34926
/50/prob50c/c,0.25,swap,42,34863
/50/prob50c/c,0.25,swap,43,34802
/50/prob50c/c,0.25,swap,44,34747
/50/prob50c/c,0.25,swap,45,34099
/50/prob50c/c,0.25,swap,46,33498
/50/prob50c/c,0.25,swap,47,33444
/50/prob50c/c,0.25,swap,48,33392
/50/prob50c/c,0.25,swap,49,33353
/50/prob50c/c,0.25,swap,50,33317
/50/prob50c/c,0.25,swap,51,33287
/50/prob50c/c,0.25,swap,52,33266
/50/prob50c/c,0.25,swap,53,33247
/50/prob50c/c,0.25,swap,54,33239
/50/prob50c/c,0.25,swap,55,33239
/50/prob50c/c,0.25,3-opt,0,33239
/50/prob50c/c,0.25,3-opt,1,32727
/50/prob50c/c,0.25,3-opt,2,32727
/50/prob50c/c,0.25,swap,0,32727
/50/prob50c/c,0.25,swap,1,32483
/50/prob50c/c,0.25,swap,2,32339
/50/prob50c/c,0.25,swap,3,32198
/50/prob50c/c,0.25,swap,4,32080
/50/prob50c/c,0.25,swap,5,31526
/50/prob50c/c,0.25,swap,6,30970
/50/prob50c/c,0.25,swap,7,30762
/50/prob50c/c,0.25,swap,8,30672
/50/prob50c/c,0.25,swap,9,30617
/50/prob50c/c,0.25,swap,10,30569
/50/prob50c/c,0.25,swap,11,30554
/50/prob50c/c,0.25,swap,12,30554
/50/prob50c/c,0.25,3-opt,0,30554
/50/prob50c/c,0.25,3-opt,1,30554
/50/prob50c/c,0.25,swap,0,30554
/50/prob50c/c,0.25,swap,1,30554
/50/prob50c/c,0.25,3-opt,0,30554
/50/prob50c/c,0.25,3-opt,1,30554
/50/prob50c/c,0.25,swap,0,30554
/50/prob50c/c,0.25,swap,1,30554
/50/prob50c/c,0.25,3-opt,0,30554
/50/prob50c/c,0.25,3-opt,1,30554
/50/prob50c/c,0.75,swap,0,54558
/50/prob50c/c,0.75,swap,1,53272
/50/prob50c/c,0.75,swap,2,52211
/50/prob50c/c,0.75,swap,3,51507
/50/prob50c/c,0.75,swap,4,50877
/50/prob50c/c,0.75,swap,5,50314
/50/prob50c/c,0.75,swap,6,49778
/50/prob50c/c,0.75,swap,7,49247
/50/prob50c/c,0.75,swap,8,48866
/50/prob50c/c,0.75,swap,9,48596
/50/prob50c/c,0.75,swap,10,48365
/50/prob50c/c,0.75,swap,11,48138
/50/prob50c/c,0.75,swap,12,47958
/50/prob50c/c,0.75,swap,13,47789
/50/prob50c/c,0.75,swap,14,47686
/50/prob50c/c,0.75,swap,15,47617
/50/prob50c/c,0.75,swap,16,47486
/50/prob50c/c,0.75,swap,17,47441
/50/prob50c/c,0.75,swap,18,47404
/50/prob50c/c,0.75,swap,19,47152
/50/prob50c/c,0.75,swap,20,47152
/50/prob50c/c,0.75,3-opt,0,47152
/50/prob50c/c,0.75,3-opt,1,44244
/50/prob50c/c,0.75,3-opt,2,42015
/50/prob50c/c,0.75,3-opt,3,40247
/50/prob50c/c,0.75,3-opt,4,39245
/50/prob50c/c,0.75,3-opt,5,38334
/50/prob50c/c,0.75,3-opt,6,37634
/50/prob50c/c,0.75,3-opt,7,36981
/50/prob50c/c,0.75,3-opt,8,36455
/50/prob50c/c,0.75,3-opt,9,36125
/50/prob50c/c,0.75,3-opt,10,35929
/50/prob50c/c,0.75,3-opt,11,35735
/50/prob50c/c,0.75,3-opt,12,35640
/50/prob50c/c,0.75,swap,0,35640
/50/prob50c/c,0.75,swap,1,35355
/50/prob50c/c,0.75,swap,2,35210
/50/prob50c/c,0.75,swap,3,35075
/50/prob50c/c,0.75,swap,4,35058
/50/prob50c/c,0.75,swap,5,35048
/50/prob50c/c,0.75,swap,6,35046
/50/prob50c/c,0.75,swap,7,35045
/50/prob50c/c,0.75,swap,8,35045
/50/prob50c/c,0.75,3-opt,0,35045
/50/prob50c/c,0.75,3-opt,1,35045
/50/prob50c/c,0.75,swap,0,35045
/50/prob50c/c,0.75,swap,1,35045
/50/prob50c/c,0.75,3-opt,0,35045
/50/prob50c/c,0.75,3-opt,1,35045
/50/prob50c/c,0.75,swap,0,35045
/50/prob50c/c,0.75,swap,1,35045
/50/prob50c/c,0.75,3-opt,0,35045
/50/prob50c/c,0.75,3-opt,1,35045
/50/prob50c/c,0,swap,0,54558
/50/prob50c/c,0,swap,1,53073
/50/prob50c/c,0,swap,2,51596
/50/prob50c/c,0,swap,3,50265
/50/prob50c/c,0,swap,4,48979
/50/prob50c/c,0,swap,5,47766
/50/prob50c/c,0,swap,6,46555
/50/prob50c/c,0,swap,7,45468
/50/prob50c/c,0,swap,8,44423
/50/prob50c/c,0,swap,9,43519
/50/prob50c/c,0,swap,10,42655
/50/prob50c/c,0,swap,11,41795
/50/prob50c/c,0,swap,12,40939
/50/prob50c/c,0,swap,13,40108
/50/prob50c/c,0,swap,14,39311
/50/prob50c/c,0,swap,15,38551
/50/prob50c/c,0,swap,16,37832
/50/prob50c/c,0,swap,17,37127
/50/prob50c/c,0,swap,18,35967
/50/prob50c/c,0,swap,19,35302
/50/prob50c/c,0,swap,20,34664
/50/prob50c/c,0,swap,21,33579
/50/prob50c/c,0,swap,22,32948
/50/prob50c/c,0,swap,23,32329
/50/prob50c/c,0,swap,24,31757
/50/prob50c/c,0,swap,25,31109
/50/prob50c/c,0,swap,26,30559
/50/prob50c/c,0,swap,27,30021
/50/prob50c/c,0,swap,28,29507
/50/prob50c/c,0,swap,29,28919
/50/prob50c/c,0,swap,30,28411
/50/prob50c/c,0,swap,31,27915
/50/prob50c/c,0,swap,32,27462
/50/prob50c/c,0,swap,33,27053
/50/prob50c/c,0,swap,34,26658
/50/prob50c/c,0,swap,35,26270
/50/prob50c/c,0,swap,36,25805
/50/prob50c/c,0,swap,37,25420
/50/prob50c/c,0,swap,38,24944
/50/prob50c/c,0,swap,39,24597
/50/prob50c/c,0,swap,40,24027
/50/prob50c/c,0,swap,41,23707
/50/prob50c/c,0,swap,42,23387
/50/prob50c/c,0,swap,43,23070
/50/prob50c/c,0,swap,44,22836
/50/prob50c/c,0,swap,45,22606
/50/prob50c/c,0,swap,46,22379
/50/prob50c/c,0,swap,47,21912
/50/prob50c/c,0,swap,48,21710
/50/prob50c/c,0,swap,49,21508
/50/prob50c/c,0,swap,50,21308
/50/prob50c/c,0,swap,51,20969
/50/prob50c/c,0,swap,52,20753
/50/prob50c/c,0,swap,53,20547
/50/prob50c/c,0,swap,54,20348
/50/prob50c/c,0,swap,55,20149
/50/prob50c/c,0,swap,56,19824
/50/prob50c/c,0,swap,57,19593
/50/prob50c/c,0,swap,58,19334
/50/prob50c/c,0,swap,59,19137
/50/prob50c/c,0,swap,60,18956
/50/prob50c/c,0,swap,61,18821
/50/prob50c/c,0,swap,62,18687
/50/prob50c/c,0,swap,63,18399
/50/prob50c/c,0,swap,64,18169
/50/prob50c/c,0,swap,65,17698
/50/prob50c/c,0,swap,66,17583
/50/prob50c/c,0,swap,67,17339
/50/prob50c/c,0,swap,68,17218
/50/prob50c/c,0,swap,69,17118
/50/prob50c/c,0,swap,70,17030
/50/prob50c/c,0,swap,71,16946
/50/prob50c/c,0,swap,72,16644
/50/prob50c/c,0,swap,73,16535
/50/prob50c/c,0,swap,74,16439
/50/prob50c/c,0,3-opt,0,16439
/50/prob50c/c,0,3-opt,1,16439
/50/prob50c/c,0,swap,0,16439
/50/prob50c/c,0,swap,1,16360
